,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Amt_per_Trans
737,Existing Customer,39,M,1,College,Single,$40K - $60K,Blue,24,4,3,3,1197,2573.0,0.621,1602,49,0.441,0.318,32.69387755102041
738,Existing Customer,50,M,1,Uneducated,Single,$60K - $80K,Blue,45,5,2,2,1274,9070.0,0.445,1617,47,0.424,0.12300000000000001,34.40425531914894
739,Existing Customer,57,M,2,Post-Graduate,Divorced,$120K +,Blue,51,4,1,1,1472,24965.0,0.742,1244,36,0.5,0.055999999999999994,34.55555555555556
740,Existing Customer,41,M,4,Unknown,Married,Less than $40K,Blue,30,4,6,1,1967,483.0,0.589,1263,29,0.611,0.8029999999999999,43.55172413793103
741,Existing Customer,52,F,1,High School,Married,$40K - $60K,Blue,36,5,1,2,1864,1272.0,0.693,1036,25,0.25,0.594,41.44
742,Existing Customer,43,M,2,High School,Single,$60K - $80K,Blue,36,4,3,2,0,6976.0,0.519,1217,39,1.4380000000000002,0.0,31.205128205128204
743,Existing Customer,42,M,3,High School,Single,$80K - $120K,Blue,36,4,3,1,1508,19626.0,0.505,1556,35,0.8420000000000001,0.071,44.457142857142856
744,Existing Customer,58,F,2,Uneducated,Married,$40K - $60K,Blue,53,6,2,3,1380,639.0,1.158,2005,62,0.59,0.684,32.33870967741935
745,Existing Customer,42,M,4,College,Married,$80K - $120K,Blue,34,3,2,3,668,33848.0,0.6779999999999999,1698,67,0.763,0.019,25.34328358208955
746,Existing Customer,55,M,1,Post-Graduate,Married,$80K - $120K,Blue,45,5,3,3,1890,8069.0,1.043,2041,45,0.875,0.19,45.355555555555554
747,Existing Customer,38,M,2,Unknown,Single,$80K - $120K,Blue,28,4,3,2,1203,19038.0,0.66,1102,31,0.632,0.059000000000000004,35.54838709677419
748,Existing Customer,40,F,2,Graduate,Married,Less than $40K,Blue,28,3,1,2,1747,674.0,0.691,1346,30,1.308,0.722,44.86666666666667
749,Existing Customer,48,M,4,Uneducated,Married,$80K - $120K,Blue,37,5,6,3,2404,28544.0,0.609,1511,35,0.207,0.078,43.17142857142857
750,Existing Customer,32,F,1,Unknown,Married,Less than $40K,Blue,22,3,3,2,2035,607.0,1.119,1761,42,0.909,0.77,41.92857142857143
751,Existing Customer,33,F,2,High School,Single,Less than $40K,Blue,36,4,1,1,2350,5720.0,1.03,2117,61,0.649,0.29100000000000004,34.704918032786885
752,Attrited Customer,58,M,2,Graduate,Married,$40K - $60K,Blue,48,2,3,3,2238,1847.0,0.568,596,15,0.5,0.5479999999999999,39.733333333333334
753,Existing Customer,26,M,0,Unknown,Single,$40K - $60K,Blue,19,5,2,2,1597,590.0,0.777,2560,46,0.314,0.73,55.65217391304348
754,Existing Customer,46,M,0,Unknown,Married,$60K - $80K,Gold,36,3,3,2,1092,33424.0,0.737,1409,39,0.345,0.032,36.12820512820513
755,Existing Customer,39,F,1,Graduate,Married,Unknown,Blue,29,4,3,2,1758,1600.0,0.723,1759,33,0.737,0.524,53.303030303030305
756,Existing Customer,36,F,1,College,Single,$40K - $60K,Blue,25,6,3,3,0,1888.0,0.9279999999999999,1886,66,0.65,0.0,28.575757575757574
757,Attrited Customer,43,M,2,Uneducated,Married,$60K - $80K,Blue,24,2,3,3,0,14447.0,0.856,915,29,2.222,0.0,31.551724137931036
758,Existing Customer,45,M,2,Unknown,Single,$60K - $80K,Silver,26,6,3,2,1630,30719.0,0.6459999999999999,1343,41,0.519,0.05,32.75609756097561
759,Existing Customer,51,F,3,College,Married,Unknown,Blue,36,3,2,3,1449,11156.0,0.703,1870,56,0.647,0.115,33.392857142857146
760,Existing Customer,62,F,0,Unknown,Married,$40K - $60K,Blue,36,4,2,2,2400,564.0,1.296,1557,25,1.778,0.81,62.28
761,Existing Customer,58,M,0,Uneducated,Married,$80K - $120K,Blue,38,6,3,3,1935,1850.0,1.558,1824,49,1.45,0.511,37.224489795918366
762,Existing Customer,42,M,4,Graduate,Single,$60K - $80K,Blue,36,5,1,0,834,1893.0,0.568,1294,26,0.444,0.306,49.76923076923077
763,Existing Customer,49,M,4,Doctorate,Married,$60K - $80K,Blue,44,3,1,1,1581,1762.0,1.146,1545,31,0.8240000000000001,0.473,49.83870967741935
764,Attrited Customer,53,F,3,Uneducated,Single,Less than $40K,Blue,35,6,3,1,0,9786.0,0.701,820,25,0.562,0.0,32.8
765,Existing Customer,45,F,2,High School,Married,$40K - $60K,Blue,36,4,1,3,1884,4523.0,0.6779999999999999,1675,47,0.469,0.294,35.638297872340424
766,Existing Customer,29,M,2,High School,Married,$80K - $120K,Blue,15,6,2,2,1635,2523.0,0.778,1678,37,0.542,0.39299999999999996,45.351351351351354
767,Existing Customer,60,M,1,Doctorate,Married,$120K +,Blue,50,6,1,2,2144,19553.0,0.654,2117,48,0.655,0.099,44.104166666666664
768,Existing Customer,50,M,3,Post-Graduate,Single,$80K - $120K,Blue,40,5,2,2,1688,29695.0,0.765,1721,56,0.75,0.054000000000000006,30.732142857142858
769,Existing Customer,53,M,3,Doctorate,Single,$120K +,Blue,36,3,1,0,1694,29189.0,0.86,1267,23,0.5329999999999999,0.055,55.08695652173913
770,Existing Customer,45,M,3,Unknown,Married,$80K - $120K,Blue,38,6,3,1,1345,11573.0,1.061,1562,33,1.2,0.10400000000000001,47.333333333333336
771,Existing Customer,50,F,2,Uneducated,Single,Less than $40K,Blue,37,3,3,0,814,7706.0,0.504,1193,35,0.34600000000000003,0.096,34.08571428571429
772,Existing Customer,46,M,2,Doctorate,Single,$80K - $120K,Blue,34,4,3,2,694,13616.0,0.5579999999999999,1254,34,0.478,0.048,36.88235294117647
773,Existing Customer,61,M,0,Post-Graduate,Married,Unknown,Blue,53,6,2,3,1927,12507.0,2.675,1731,32,3.571,0.134,54.09375
774,Existing Customer,46,M,4,College,Single,$120K +,Blue,36,5,2,1,1705,6088.0,0.597,1099,39,0.696,0.21899999999999997,28.17948717948718
775,Attrited Customer,62,F,1,High School,Married,Unknown,Blue,56,2,1,2,0,8990.0,0.935,747,19,0.583,0.0,39.31578947368421
776,Existing Customer,43,F,3,Graduate,Married,$40K - $60K,Blue,33,6,2,3,0,4343.0,0.563,1352,35,0.9440000000000001,0.0,38.628571428571426
777,Existing Customer,54,M,4,Graduate,Married,$120K +,Blue,50,4,2,0,2035,837.0,0.613,1770,47,0.741,0.7090000000000001,37.659574468085104
778,Existing Customer,50,M,2,Unknown,Single,$120K +,Blue,36,5,1,3,0,9697.0,0.759,1812,50,0.9229999999999999,0.0,36.24
779,Existing Customer,35,M,2,High School,Married,$40K - $60K,Blue,21,3,3,1,1843,1124.0,0.6809999999999999,1673,58,0.526,0.621,28.844827586206897
780,Existing Customer,35,M,3,Doctorate,Single,$40K - $60K,Blue,23,4,3,2,1545,603.0,0.682,2167,65,0.512,0.7190000000000001,33.33846153846154
781,Existing Customer,36,F,1,High School,Single,Less than $40K,Blue,36,6,3,1,2517,3599.0,0.691,2369,56,0.75,0.41200000000000003,42.30357142857143
782,Existing Customer,42,M,3,Unknown,Married,$80K - $120K,Blue,36,5,2,2,1487,16598.0,0.792,1582,47,1.043,0.08199999999999999,33.659574468085104
783,Existing Customer,39,F,2,Unknown,Married,Less than $40K,Blue,32,6,3,0,1395,1129.0,1.048,1800,33,0.5,0.5529999999999999,54.54545454545455
784,Existing Customer,50,M,1,Unknown,Married,$80K - $120K,Blue,45,5,2,2,0,33951.0,0.8220000000000001,1567,44,0.467,0.0,35.61363636363637
785,Attrited Customer,43,M,3,Doctorate,Single,$60K - $80K,Blue,35,3,3,2,0,3312.0,0.698,647,19,0.462,0.0,34.05263157894737
786,Existing Customer,39,F,1,High School,Single,$40K - $60K,Blue,20,3,2,2,1117,8839.0,0.515,1447,39,0.696,0.11199999999999999,37.1025641025641
787,Existing Customer,47,M,2,Post-Graduate,Married,Less than $40K,Blue,36,6,1,3,1663,2225.0,0.664,1145,37,0.423,0.428,30.945945945945947
788,Existing Customer,60,M,1,Post-Graduate,Single,$80K - $120K,Blue,48,3,1,3,0,30655.0,0.475,3280,78,0.625,0.0,42.05128205128205
789,Existing Customer,30,M,2,High School,Married,Less than $40K,Blue,23,4,2,0,1393,1604.0,1.12,1577,35,0.522,0.465,45.05714285714286
790,Existing Customer,44,M,4,Unknown,Single,$60K - $80K,Blue,24,5,3,2,2211,8831.0,0.897,1140,25,0.7859999999999999,0.2,45.6
791,Existing Customer,52,M,0,Graduate,Single,$120K +,Blue,41,6,3,2,1794,1592.0,0.6709999999999999,1736,40,1.105,0.53,43.4
792,Existing Customer,45,F,4,Unknown,Single,Less than $40K,Gold,36,6,1,3,1648,14339.0,0.732,1436,36,1.25,0.10300000000000001,39.888888888888886
793,Existing Customer,40,M,4,Graduate,Divorced,$120K +,Blue,30,5,3,3,1295,23893.0,0.557,1513,38,0.583,0.051,39.81578947368421
794,Existing Customer,36,F,3,Post-Graduate,Single,Less than $40K,Blue,23,6,2,1,1705,705.0,0.7979999999999999,2505,69,0.568,0.7070000000000001,36.30434782608695
795,Existing Customer,65,F,0,High School,Married,Unknown,Blue,53,4,3,0,717,3598.0,0.8079999999999999,1723,51,0.5,0.166,33.78431372549019
796,Existing Customer,35,F,0,Unknown,Married,Less than $40K,Blue,24,6,1,1,2227,365.0,0.633,1695,48,0.5479999999999999,0.8590000000000001,35.3125
797,Existing Customer,54,F,2,Unknown,Divorced,$40K - $60K,Blue,49,5,3,2,2517,2959.0,0.9670000000000001,1532,44,0.6920000000000001,0.46,34.81818181818182
798,Existing Customer,53,M,3,Unknown,Married,$80K - $120K,Blue,43,5,3,0,2116,348.0,0.7440000000000001,2110,43,1.048,0.8590000000000001,49.06976744186046
799,Existing Customer,62,F,1,College,Married,Less than $40K,Blue,44,3,2,3,1610,768.0,0.44799999999999995,1807,45,0.607,0.677,40.15555555555556
800,Existing Customer,40,M,2,Unknown,Single,$120K +,Blue,21,6,4,3,1602,18454.0,0.466,1687,46,0.5329999999999999,0.08,36.67391304347826
801,Existing Customer,41,M,4,High School,Married,$60K - $80K,Blue,36,4,2,2,2025,5988.0,0.789,1481,45,0.452,0.253,32.91111111111111
802,Existing Customer,53,M,2,Unknown,Married,$120K +,Blue,49,6,2,3,1984,1402.0,0.573,1318,37,0.19399999999999998,0.586,35.62162162162162
803,Existing Customer,30,M,1,High School,Married,$60K - $80K,Blue,17,3,3,2,1631,6275.0,0.889,1946,45,0.552,0.20600000000000002,43.24444444444445
804,Existing Customer,46,M,3,Uneducated,Divorced,$60K - $80K,Blue,34,4,3,0,713,10788.0,0.84,1481,41,0.519,0.062,36.1219512195122
805,Existing Customer,29,M,0,Post-Graduate,Single,$40K - $60K,Blue,19,4,1,2,1482,12150.0,0.893,2168,42,2.5,0.109,51.61904761904762
806,Existing Customer,37,F,3,Uneducated,Married,Less than $40K,Blue,27,6,1,3,1791,438.0,1.139,1583,32,0.6,0.8029999999999999,49.46875
807,Existing Customer,51,F,1,High School,Married,Less than $40K,Blue,40,4,1,1,2190,2968.0,0.426,1229,34,0.478,0.425,36.14705882352941
808,Existing Customer,31,M,0,Graduate,Married,$40K - $60K,Blue,21,3,3,0,1729,429.0,1.1,1718,42,0.44799999999999995,0.8009999999999999,40.904761904761905
809,Existing Customer,45,M,2,Uneducated,Unknown,$80K - $120K,Blue,41,6,2,2,1262,22009.0,0.718,1402,34,0.889,0.054000000000000006,41.23529411764706
810,Attrited Customer,57,M,1,Graduate,Single,$80K - $120K,Blue,36,2,3,2,861,9383.0,0.78,1127,29,0.381,0.084,38.86206896551724
811,Existing Customer,43,M,3,Unknown,Divorced,$60K - $80K,Blue,30,3,2,1,1669,919.0,0.7879999999999999,1053,31,0.55,0.645,33.96774193548387
812,Existing Customer,44,M,3,Graduate,Married,$40K - $60K,Blue,27,4,2,3,1603,9144.0,0.47100000000000003,1340,25,0.9229999999999999,0.149,53.6
813,Attrited Customer,53,M,2,High School,Married,$120K +,Blue,46,4,3,1,0,7474.0,0.858,732,21,0.615,0.0,34.857142857142854
814,Existing Customer,32,F,3,Graduate,Single,Less than $40K,Blue,36,3,1,3,0,3555.0,0.813,2346,71,0.6509999999999999,0.0,33.04225352112676
815,Existing Customer,53,M,1,Graduate,Married,$80K - $120K,Blue,38,6,3,2,733,21407.0,0.987,1580,45,0.667,0.033,35.111111111111114
816,Attrited Customer,54,M,3,High School,Married,$80K - $120K,Blue,36,2,3,4,350,9107.0,1.024,1196,28,0.33299999999999996,0.037000000000000005,42.714285714285715
817,Existing Customer,42,M,3,Uneducated,Unknown,Less than $40K,Blue,35,4,5,0,2134,4084.0,1.25,2086,50,0.7859999999999999,0.34299999999999997,41.72
818,Existing Customer,38,F,1,College,Married,Less than $40K,Blue,25,3,3,1,2265,315.0,0.8240000000000001,1665,57,0.629,0.878,29.210526315789473
819,Existing Customer,44,M,2,Unknown,Married,$80K - $120K,Blue,39,6,2,2,0,1438.3,0.871,1495,39,0.39299999999999996,0.0,38.333333333333336
820,Existing Customer,54,M,2,Graduate,Married,$60K - $80K,Blue,43,6,3,1,1892,4332.0,0.983,2187,58,0.657,0.304,37.706896551724135
821,Existing Customer,37,F,4,High School,Single,$40K - $60K,Blue,36,5,3,1,2517,576.0,0.855,1371,23,0.917,0.8140000000000001,59.608695652173914
822,Existing Customer,48,F,2,Graduate,Married,$40K - $60K,Blue,42,4,3,3,0,4076.0,0.8079999999999999,1235,37,0.682,0.0,33.37837837837838
823,Existing Customer,55,F,3,Graduate,Married,Unknown,Blue,36,3,2,0,1123,3738.0,0.938,1556,40,0.5379999999999999,0.231,38.9
824,Existing Customer,43,F,1,Graduate,Unknown,Unknown,Blue,36,6,3,3,0,9851.0,1.034,1212,24,0.6,0.0,50.5
825,Existing Customer,37,M,1,High School,Single,$60K - $80K,Blue,26,4,3,2,2517,4832.0,0.877,2701,60,0.7140000000000001,0.342,45.016666666666666
826,Existing Customer,34,M,2,High School,Married,$60K - $80K,Blue,28,3,3,3,2420,433.0,0.858,1750,47,0.8079999999999999,0.848,37.234042553191486
827,Existing Customer,46,F,4,Graduate,Single,Unknown,Blue,36,4,3,2,1084,15939.0,0.9279999999999999,1610,43,0.387,0.064,37.44186046511628
828,Existing Customer,32,M,1,Unknown,Single,$40K - $60K,Blue,24,6,2,3,2322,7738.0,0.894,2184,63,1.032,0.231,34.666666666666664
829,Existing Customer,53,M,3,Unknown,Married,$40K - $60K,Blue,41,6,1,2,870,725.0,0.6940000000000001,1745,41,0.5770000000000001,0.545,42.5609756097561
830,Existing Customer,46,M,3,Graduate,Divorced,$80K - $120K,Blue,38,3,2,1,1385,7090.0,0.611,1381,40,0.48100000000000004,0.163,34.525
831,Existing Customer,38,M,1,College,Married,Less than $40K,Blue,25,6,3,3,658,4901.0,0.627,1793,37,0.9470000000000001,0.11800000000000001,48.45945945945946
832,Existing Customer,31,F,0,Graduate,Married,Less than $40K,Blue,22,3,3,2,2127,790.0,1.074,1831,36,1.0,0.7290000000000001,50.861111111111114
833,Existing Customer,38,M,2,Unknown,Single,$60K - $80K,Blue,36,3,3,3,2037,4655.0,0.401,1468,36,0.24100000000000002,0.304,40.77777777777778
834,Attrited Customer,46,F,3,Graduate,Single,Less than $40K,Blue,28,2,2,3,1067,7484.0,0.9309999999999999,1097,32,0.778,0.125,34.28125
835,Existing Customer,47,M,3,High School,Married,$60K - $80K,Blue,36,6,2,3,0,10569.0,0.838,1682,44,1.0,0.0,38.22727272727273
836,Existing Customer,47,F,3,Graduate,Married,Less than $40K,Blue,36,5,2,2,0,7051.0,0.527,1451,37,0.19399999999999998,0.0,39.21621621621622
837,Existing Customer,56,M,1,College,Married,$60K - $80K,Blue,46,3,2,1,2242,7875.0,0.662,1509,44,0.467,0.222,34.29545454545455
838,Existing Customer,47,M,2,Uneducated,Unknown,$60K - $80K,Blue,36,6,2,1,0,8311.0,0.584,1895,57,0.425,0.0,33.24561403508772
839,Existing Customer,47,M,4,Graduate,Single,$80K - $120K,Blue,41,5,3,2,1642,24800.0,0.6509999999999999,1403,40,0.429,0.062,35.075
840,Existing Customer,64,F,0,Graduate,Married,Less than $40K,Blue,51,6,3,1,1142,3778.0,0.507,1420,31,0.348,0.23199999999999998,45.806451612903224
841,Existing Customer,37,F,3,Unknown,Married,Less than $40K,Blue,25,6,2,1,674,764.3,2.18,1717,31,0.722,0.469,55.38709677419355
842,Existing Customer,42,M,1,College,Married,$60K - $80K,Silver,29,5,2,2,1204,25546.0,0.428,1131,29,0.318,0.045,39.0
843,Existing Customer,41,M,4,College,Married,$80K - $120K,Silver,34,4,3,3,1347,33169.0,0.8009999999999999,1005,22,1.0,0.039,45.68181818181818
844,Existing Customer,65,F,0,High School,Married,Less than $40K,Blue,36,3,3,2,747,691.3,0.491,948,24,0.7140000000000001,0.519,39.5
845,Existing Customer,49,F,3,Post-Graduate,Married,$40K - $60K,Blue,41,6,2,2,758,1111.0,0.91,1549,34,0.478,0.406,45.55882352941177
846,Attrited Customer,54,M,5,High School,Married,$60K - $80K,Blue,36,5,2,3,0,14539.0,0.907,965,26,0.529,0.0,37.11538461538461
847,Existing Customer,46,M,3,Uneducated,Single,$120K +,Blue,36,5,1,3,1961,25016.0,0.6409999999999999,1958,41,1.05,0.073,47.75609756097561
848,Existing Customer,50,M,2,Unknown,Married,$40K - $60K,Blue,36,3,1,3,1478,3948.0,0.664,1266,22,0.5710000000000001,0.272,57.54545454545455
849,Existing Customer,50,F,3,Unknown,Married,Less than $40K,Blue,34,6,1,3,2517,5106.0,1.0070000000000001,1367,29,1.071,0.33,47.13793103448276
850,Existing Customer,48,F,1,Doctorate,Married,Less than $40K,Blue,39,3,3,3,1576,3268.0,0.809,1489,48,0.6,0.325,31.020833333333332
851,Existing Customer,62,F,0,Unknown,Married,Unknown,Blue,52,6,1,1,1707,976.0,1.254,1582,33,0.941,0.636,47.93939393939394
852,Existing Customer,39,F,1,College,Married,Less than $40K,Blue,22,3,1,2,2257,957.0,1.2790000000000001,2516,42,0.75,0.7020000000000001,59.904761904761905
853,Existing Customer,46,M,1,Unknown,Married,$60K - $80K,Blue,39,4,3,3,2324,3050.0,0.423,1557,49,0.4,0.43200000000000005,31.775510204081634
854,Attrited Customer,41,M,2,Uneducated,Married,$80K - $120K,Blue,33,5,3,3,1452,6552.0,0.929,1084,32,0.524,0.18100000000000002,33.875
855,Existing Customer,39,F,2,Graduate,Married,Unknown,Blue,31,4,2,3,997,441.3,1.867,2583,47,0.958,0.693,54.95744680851064
856,Existing Customer,46,M,2,Unknown,Married,$80K - $120K,Blue,34,3,3,3,2365,560.0,0.691,1371,30,0.579,0.809,45.7
857,Existing Customer,39,F,2,Uneducated,Single,Less than $40K,Blue,35,5,3,3,1479,7756.0,0.843,1537,49,0.581,0.16,31.367346938775512
858,Existing Customer,44,M,0,Uneducated,Married,Less than $40K,Blue,24,5,3,0,2103,6734.0,0.5589999999999999,3753,60,0.875,0.23800000000000002,62.55
859,Existing Customer,57,F,3,Unknown,Single,Less than $40K,Blue,29,6,1,1,1421,7380.0,0.568,1104,31,0.292,0.161,35.61290322580645
860,Existing Customer,40,M,3,Unknown,Single,$40K - $60K,Blue,28,4,1,1,1707,1856.0,0.506,1482,42,0.312,0.479,35.285714285714285
861,Existing Customer,65,F,0,High School,Married,Unknown,Blue,36,4,3,2,2104,6034.0,0.8370000000000001,1299,29,0.812,0.259,44.793103448275865
862,Existing Customer,26,F,1,Graduate,Single,$40K - $60K,Blue,20,6,3,3,673,765.3,0.595,2167,48,0.41200000000000003,0.46799999999999997,45.145833333333336
863,Existing Customer,47,M,2,High School,Unknown,$60K - $80K,Blue,33,4,2,2,1399,1059.0,0.7390000000000001,1563,40,1.222,0.569,39.075
864,Existing Customer,47,M,4,High School,Married,$60K - $80K,Blue,34,5,2,3,1635,2957.0,0.9520000000000001,1772,52,0.486,0.35600000000000004,34.07692307692308
865,Attrited Customer,57,F,2,High School,Married,$40K - $60K,Blue,45,2,1,3,0,1438.3,1.036,1254,35,0.8420000000000001,0.0,35.82857142857143
866,Existing Customer,31,M,1,Unknown,Married,Less than $40K,Blue,36,3,3,3,1515,353.0,1.359,2229,35,0.667,0.8109999999999999,63.68571428571428
867,Existing Customer,54,M,4,Graduate,Married,$60K - $80K,Blue,49,3,1,2,1099,4170.0,1.178,2195,63,0.9690000000000001,0.209,34.84126984126984
868,Existing Customer,43,F,2,Post-Graduate,Married,Unknown,Blue,36,3,3,3,1759,18397.0,0.47600000000000003,1362,28,0.556,0.087,48.642857142857146
869,Existing Customer,39,M,2,College,Married,$60K - $80K,Blue,35,4,3,2,2517,4893.0,1.9240000000000002,2398,37,1.176,0.34,64.8108108108108
870,Existing Customer,53,M,3,Graduate,Married,$120K +,Blue,44,3,2,3,2082,10081.0,1.554,2649,56,0.6970000000000001,0.171,47.30357142857143
871,Existing Customer,44,M,3,Unknown,Married,$60K - $80K,Blue,37,3,2,3,0,6224.0,0.738,1463,34,0.889,0.0,43.029411764705884
872,Existing Customer,59,M,0,College,Married,Less than $40K,Blue,49,3,3,3,1095,3155.0,0.9470000000000001,1174,27,0.8,0.258,43.48148148148148
873,Existing Customer,53,F,3,Graduate,Married,Unknown,Blue,40,6,3,1,1978,10081.0,0.877,1836,36,0.895,0.16399999999999998,51.0
874,Existing Customer,34,F,3,Uneducated,Married,$40K - $60K,Blue,28,5,1,3,1762,1037.0,0.986,1817,39,0.56,0.63,46.58974358974359
875,Existing Customer,47,M,4,Doctorate,Single,$80K - $120K,Blue,36,3,1,1,0,18037.0,0.74,1387,36,0.33299999999999996,0.0,38.52777777777778
876,Existing Customer,54,M,2,College,Married,$120K +,Blue,43,3,2,3,1719,3938.0,0.606,2028,55,0.667,0.304,36.872727272727275
877,Existing Customer,42,F,2,Graduate,Married,Unknown,Blue,33,6,1,1,2517,11253.0,0.7879999999999999,1582,36,0.385,0.183,43.94444444444444
878,Existing Customer,53,F,3,College,Married,Less than $40K,Blue,44,6,2,3,1730,2916.0,0.6829999999999999,1774,37,0.85,0.37200000000000005,47.945945945945944
879,Existing Customer,50,M,2,Graduate,Single,$80K - $120K,Blue,35,3,3,1,1521,993.0,0.638,1636,36,0.385,0.605,45.44444444444444
880,Attrited Customer,56,M,0,College,Married,$80K - $120K,Blue,51,3,2,3,0,14501.0,0.8540000000000001,1031,25,0.389,0.0,41.24
881,Attrited Customer,43,M,3,High School,Married,$60K - $80K,Blue,36,1,3,3,288,8375.0,0.639,916,33,0.32,0.033,27.757575757575758
882,Existing Customer,44,F,4,High School,Divorced,Less than $40K,Blue,36,5,3,3,1485,848.0,0.6920000000000001,1198,31,0.722,0.637,38.645161290322584
883,Existing Customer,34,F,4,Graduate,Divorced,$40K - $60K,Blue,26,5,5,3,1539,1499.0,0.7070000000000001,2189,54,0.688,0.507,40.53703703703704
884,Existing Customer,61,M,1,Graduate,Unknown,$80K - $120K,Blue,52,6,6,1,0,8851.0,0.731,1257,36,0.44,0.0,34.916666666666664
885,Existing Customer,54,F,0,Unknown,Married,Less than $40K,Blue,44,6,3,1,2206,739.0,0.983,1503,35,0.8420000000000001,0.7490000000000001,42.94285714285714
886,Existing Customer,49,F,3,High School,Divorced,Unknown,Blue,40,3,3,2,0,5267.0,0.442,1353,24,0.263,0.0,56.375
887,Attrited Customer,56,M,3,High School,Single,$60K - $80K,Blue,45,2,1,3,0,8512.0,1.038,811,27,1.25,0.0,30.037037037037038
888,Existing Customer,47,M,1,Graduate,Married,$60K - $80K,Blue,36,4,3,2,1714,17349.0,0.7859999999999999,1270,21,0.615,0.09,60.476190476190474
889,Existing Customer,53,M,4,Graduate,Single,$80K - $120K,Blue,33,5,3,3,1177,4199.0,0.9390000000000001,1840,53,0.606,0.21899999999999997,34.716981132075475
890,Existing Customer,30,F,0,Graduate,Divorced,Unknown,Blue,13,5,1,2,1890,5882.0,0.754,2585,75,0.8290000000000001,0.243,34.46666666666667
891,Existing Customer,39,F,2,High School,Married,$40K - $60K,Blue,29,6,1,1,2047,7126.0,1.419,1807,33,0.737,0.223,54.75757575757576
892,Existing Customer,44,M,2,Graduate,Married,$80K - $120K,Silver,35,4,1,3,1726,32790.0,0.867,1729,52,0.677,0.05,33.25
